Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;
Data was last updated 31-12-2019;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
08.01.2018;03 - 04;247,97;246,9;246,9;246,9;246,9;246,9;246,9;246,9;248,55;248,55;248,55;246,9;246,9;246,9;246,9;246,9;246,9
08.01.2018;04 - 05;251,84;253,1;253,1;253,1;253,1;253,1;223,74;253,1;253,1;253,1;253,1;253,1;253,1;253,1;253,1;253,1;253,1
08.01.2018;05 - 06;268,9;270,93;270,93;270,93;270,93;270,93;165,7;270,93;270,93;270,93;270,93;270,93;270,93;270,93;270,93;270,93;270,93
08.01.2018;06 - 07;287,11;287,02;287,02;287,02;287,02;287,02;290,99;287,02;287,02;287,02;287,02;287,02;287,02;287,02;287,02;287,02;287,02
08.01.2018;07 - 08;324,91;317,15;317,15;317,15;406,01;317,15;415,99;415,99;317,15;317,15;317,15;317,15;317,15;317,15;317,15;406,01;406,01
08.01.2018;08 - 09;386,53;319,58;319,58;403,78;425,1;403,78;435,57;435,57;403,78;403,78;403,78;319,58;319,58;319,58;403,78;425,1;425,1
08.01.2018;09 - 10;375,58;323,06;323,06;412,5;412,5;412,5;412,5;412,5;412,5;412,5;412,5;323,06;323,06;323,06;412,5;412,5;412,5
08.01.2018;10 - 11;357,66;320,35;320,35;382,56;406,79;382,56;406,79;406,79;382,56;382,56;382,56;320,35;320,35;320,35;382,56;406,79;406,79
08.01.2018;11 - 12;344,38;321,22;321,22;347,58;402,52;347,58;402,52;402,52;347,58;347,58;347,58;321,22;321,22;321,22;347,58;402,52;402,52
08.01.2018;12 - 13;331,49;320,35;320,35;320,64;405,72;320,64;415,7;415,7;320,64;320,64;320,64;320,35;320,35;320,35;320,64;405,72;405,72
08.01.2018;13 - 14;329,46;318,8;318,8;318,9;405,72;318,9;415,7;415,7;318,9;318,9;318,9;318,8;318,8;318,8;318,9;405,72;405,72
08.01.2018;14 - 15;340,8;320,16;320,16;332,85;386,92;332,85;396,42;396,42;332,85;332,85;332,85;320,16;320,16;320,16;332,85;386,92;386,92
08.01.2018;15 - 16;358,05;321,71;321,71;368,32;397;368,32;397;397;368,32;368,32;368,32;321,71;321,71;321,71;368,32;397;397
08.01.2018;16 - 17;365,02;323,65;323,65;384,6;384,6;384,6;384,6;384,6;384,6;384,6;384,6;323,65;323,65;323,65;384,6;384,6;384,6
08.01.2018;17 - 18;361,15;318,8;318,8;390,12;390,12;390,12;390,12;390,12;390,12;390,12;390,12;318,8;318,8;318,8;390,12;390,12;390,12
08.01.2018;18 - 19;328,3;314,93;314,93;319,29;359,31;319,29;368,12;368,12;319,29;319,29;319,29;314,93;314,93;314,93;319,29;359,31;359,31
08.01.2018;19 - 20;303,39;301,94;301,94;301,94;301,94;301,94;309,3;301,94;301,94;301,94;301,94;301,94;301,94;301,94;301,94;301,94;301,94
08.01.2018;20 - 21;287,89;287,6;287,6;287,6;287,6;287,6;271,51;287,6;287,6;287,6;287,6;287,6;287,6;287,6;287,6;287,6;287,6
08.01.2018;21 - 22;280,23;280,23;280,23;280,23;280,23;280,23;240,12;280,23;280,23;280,23;280,23;280,23;280,23;280,23;280,23;280,23;280,23
08.01.2018;22 - 23;276,46;276,07;276,07;276,07;276,07;276,07;276,07;276,07;276,07;276,07;276,07;276,07;276,07;276,07;276,07;276,07;276,07
08.01.2018;23 - 00;272,39;272,19;272,19;272,19;272,19;272,19;272,19;272,19;272,19;272,19;272,19;272,19;272,19;272,19;272,19;272,19;272,19
09.01.2018;00 - 01;265,42;262,71;262,71;262,71;262,71;262,71;262,71;262,71;267,16;267,16;267,16;262,71;262,71;262,71;262,71;262,71;262,71
09.01.2018;01 - 02;260,2;244,53;244,53;244,53;244,53;244,53;213,69;213,69;265,61;265,61;265,61;244,53;244,53;244,53;244,53;244,53;244,53
09.01.2018;02 - 03;257,39;244,63;244,63;244,63;244,63;244,63;94,66;94,66;264,45;264,45;264,45;244,63;244,63;244,63;244,63;244,63;244,63
09.01.2018;03 - 04;260;257,01;257,01;257,01;257,01;257,01;48,25;48,25;264,74;264,74;264,74;257,01;257,01;257,01;257,01;257,01;257,01
09.01.2018;04 - 05;263,1;263,58;263,58;263,58;263,58;263,58;89,34;89,34;265,61;265,61;265,61;263,58;263,58;263,58;263,58;263,58;263,58
09.01.2018;05 - 06;272,48;273,15;273,15;273,15;273,15;273,15;141,75;141,75;273,15;273,15;273,15;273,15;273,15;273,15;273,15;273,15;273,15
09.01.2018;06 - 07;280,41;280,31;280,31;280,31;280,31;280,31;272,38;280,31;280,31;280,31;280,31;280,31;280,31;280,31;280,31;280,31;280,31
09.01.2018;07 - 08;309,8;304,97;304,97;304,97;304,97;377,58;312,9;304,97;304,97;304,97;304,97;304,97;304,97;304,97;377,58;377,58;377,58
09.01.2018;08 - 09;320,15;314,54;314,54;314,54;314,54;377,78;314,54;314,54;314,54;314,54;314,54;314,54;314,54;313,77;377,78;377,78;377,78
09.01.2018;09 - 10;318,12;311,93;311,93;311,93;311,93;381,35;311,93;311,93;311,93;311,93;311,93;311,93;311,93;311,93;381,35;381,35;381,35
09.01.2018;10 - 11;315,12;310,67;310,67;310,67;310,67;381,74;310,67;310,67;310,67;310,67;310,67;310,67;310,67;310,67;381,74;381,74;381,74
09.01.2018;11 - 12;317,34;312,51;312,51;312,51;312,51;392,47;312,51;312,51;312,51;312,51;312,51;312,51;312,51;312,51;392,47;392,47;392,47
09.01.2018;12 - 13;312,41;309,8;309,8;309,8;309,8;385,51;309,8;309,8;309,8;309,8;309,8;309,8;309,8;309,8;385,51;385,51;385,51
09.01.2018;13 - 14;309,9;307,48;307,48;307,48;307,48;386,77;307,48;307,48;307,48;307,48;307,48;307,48;307,48;307,48;386,77;386,77;386,77
09.01.2018;14 - 15;307,58;304,29;304,29;304,29;304,29;383,19;304,29;304,29;304,29;304,29;304,29;304,29;304,29;304,29;383,19;383,19;383,19
09.01.2018;15 - 16;308,54;303,61;303,61;303,61;303,61;393,54;303,61;303,61;303,61;303,61;303,61;303,61;303,61;303,61;393,54;393,54;393,54
09.01.2018;16 - 17;319,66;311,83;311,83;311,83;311,83;407,75;311,83;311,83;311,83;311,83;311,83;311,83;311,83;311,83;407,75;407,75;407,75
09.01.2018;17 - 18;328,66;317,83;317,83;317,83;317,83;408,14;317,83;317,83;317,83;317,83;317,83;317,83;317,83;317,83;408,14;408,14;408,14
09.01.2018;18 - 19;321,79;313,67;313,67;313,67;313,67;406,98;313,67;313,67;313,67;313,67;313,67;313,67;313,67;313,67;406,98;406,98;406,98
09.01.2018;19 - 20;306,03;304,58;304,58;304,58;304,58;304,58;304,58;304,58;304,58;304,58;304,58;304,58;304,58;304,58;304,58;304,58;304,58
09.01.2018;20 - 21;297,13;295,78;295,78;295,78;295,78;295,78;295,78;295,78;295,78;295,78;295,78;295,78;295,78;295,78;295,78;295,78;295,78
09.01.2018;21 - 22;292,11;291,53;291,53;291,53;291,53;291,53;291,53;291,53;291,53;291,53;291,53;291,53;291,53;291,53;291,53;291,53;291,53
09.01.2018;22 - 23;283,21;282,63;282,63;282,63;282,63;282,63;282,63;282,63;282,63;282,63;282,63;282,63;282,63;282,63;282,63;282,63;282,63
09.01.2018;23 - 00;276,54;276,15;276,15;276,15;276,15;276,15;276,15;276,15;276,15;276,15;276,15;276,15;276,15;276,15;276,15;276,15;276,15
10.01.2018;00 - 01;278,94;279,14;279,14;279,14;279,14;279,14;279,14;279,14;279,14;279,14;279,14;279,14;279,14;279,14;279,14;279,14;279,14
10.01.2018;01 - 02;273,33;273,62;273,62;273,62;273,62;273,62;273,62;273,62;273,62;273,62;273,62;273,62;273,62;273,62;273,62;273,62;273,62
10.01.2018;02 - 03;270,72;270,24;270,24;270,24;270,24;270,24;270,24;270,24;270,24;270,24;270,24;270,24;270,24;270,24;270,24;270,24;270,24
10.01.2018;03 - 04;267,73;266,57;266,57;266,57;266,57;266,57;260,18;260,18;268,89;268,89;268,89;266,57;266,57;266,57;266,57;266,57;266,57
10.01.2018;04 - 05;272,08;271,11;271,11;271,11;271,11;271,11;257,48;264,63;273,82;273,82;273,82;271,11;271,11;271,11;271,11;271,11;271,11
10.01.2018;05 - 06;291,32;291,7;291,7;291,7;291,7;291,7;298,86;291,7;291,7;291,7;291,7;291,7;291,7;291,7;291,7;291,7;291,7
10.01.2018;06 - 07;327,58;324,29;324,29;324,29;324,29;354,07;337,15;337,15;319,26;319,26;319,26;319,26;319,26;319,26;354,07;354,07;354,07
10.01.2018;07 - 08;425,52;425,52;425,52;425,52;425,52;425,52;425,52;425,52;425,52;425,52;425,52;425,52;425,52;425,52;425,52;425,52;425,52
10.01.2018;08 - 09;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9
10.01.2018;09 - 10;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9;463,9
10.01.2018;10 - 11;464,48;464,48;464,48;464,48;464,48;464,48;464,48;464,48;464,48;464,48;464,48;464,48;464,48;464,48;464,48;464,48;464,48
10.01.2018;11 - 12;461,97;461,97;461,97;461,97;461,97;461,97;461,97;461,97;461,97;461,97;461,97;461,97;461,97;461,97;461,97;461,97;461,97
10.01.2018;12 - 13;455,3;455,3;455,3;455,3;455,3;455,3;455,3;455,3;455,3;455,3;455,3;455,3;455,3;455,3;455,3;455,3;455,3
10.01.2018;13 - 14;426,2;426,87;426,87;426,87;426,87;426,87;426,87;426,87;426,87;426,87;426,87;426,87;426,87;426,87;426,87;426,87;426,87
10.01.2018;14 - 15;443,6;444,47;444,47;444,47;444,47;444,95;444,47;444,47;440,8;440,8;440,8;440,8;440,8;440,8;444,95;444,95;444,95
10.01.2018;15 - 16;456,85;452,79;452,79;452,79;452,79;464,39;452,79;452,79;449,11;449,11;449,11;449,11;449,11;449,11;464,39;464,39;464,39
10.01.2018;16 - 17;472,9;472,8;472,8;472,8;472,8;472,8;472,8;472,8;472,8;472,8;472,8;472,8;472,8;472,8;472,8;472,8;472,8
10.01.2018;17 - 18;503,06;501,81;501,81;501,81;501,81;501,81;501,81;501,81;501,81;501,81;501,81;501,81;501,81;501,81;501,81;501,81;501,81
10.01.2018;18 - 19;506,93;509,44;509,44;509,44;509,44;509,44;509,44;509,44;493,1;493,1;493,1;493,1;493,1;493,1;509,44;509,44;509,44
10.01.2018;19 - 20;434,61;434,51;434,51;434,51;434,51;434,51;474,73;474,73;434,51;434,51;434,51;434,51;434,51;434,51;434,51;434,51;434,51
10.01.2018;20 - 21;385,01;384,04;384,04;384,04;384,04;384,04;386,75;386,75;384,04;384,04;384,04;384,04;384,04;384,04;384,04;384,04;384,04
10.01.2018;21 - 22;346,33;346,24;346,24;346,24;346,24;346,24;346,24;346,24;346,24;346,24;346,24;346,24;346,24;346,24;346,24;346,24;346,24
10.01.2018;22 - 23;309,21;308,62;308,62;308,62;308,62;308,62;321,39;321,39;308,62;308,62;308,62;308,62;308,62;308,62;308,62;308,62;308,62
10.01.2018;23 - 00;293,64;293,35;293,35;293,35;293,35;293,35;327,38;327,38;293,35;293,35;293,35;293,35;293,35;293,35;293,35;293,35;293,35
11.01.2018;00 - 01;299,4;299,49;299,49;299,49;299,49;299,49;299,49;299,49;299,49;299,49;299,49;299,49;299,49;299,49;299,49;299,49;299,49
11.01.2018;01 - 02;290,03;290,03;290,03;290,03;290,03;290,03;290,03;290,03;290,03;290,03;290,03;290,03;290,03;290,03;290,03;290,03;290,03
11.01.2018;02 - 03;288,29;288,39;288,39;288,39;288,39;288,39;288,39;288,39;288,39;288,39;288,39;288,39;288,39;288,39;288,39;288,39;288,39
11.01.2018;03 - 04;289,45;289,45;289,45;289,45;289,45;289,45;289,45;289,45;289,45;289,45;289,45;289,45;289,45;289,45;289,45;289,45;289,45
11.01.2018;04 - 05;297,95;298,92;298,92;298,92;298,92;298,92;298,92;298,92;298,92;298,92;298,92;293,7;293,7;293,7;298,92;298,92;298,92
11.01.2018;05 - 06;316,49;321,03;321,03;321,03;321,03;321,03;321,03;321,03;321,03;321,03;321,03;299,3;299,3;299,3;321,03;321,03;321,03
11.01.2018;06 - 07;346,05;358,02;358,02;358,02;380,91;380,91;400,81;400,81;358,02;358,02;358,02;324,32;324,32;324,32;380,91;380,91;380,91
11.01.2018;07 - 08;484,93;496,13;496,13;496,13;496,13;496,13;496,13;496,13;496,13;496,13;496,13;496,13;496,13;398,78;496,13;496,13;496,13
11.01.2018;08 - 09;533,51;537,47;537,47;537,47;537,47;537,47;537,47;537,47;537,47;537,47;537,47;537,47;537,47;399,26;537,47;537,47;537,47
11.01.2018;09 - 10;539,11;532,25;532,25;532,25;532,25;532,25;532,25;532,25;532,25;532,25;532,25;532,25;532,25;532,25;532,25;532,25;532,25
11.01.2018;10 - 11;533,22;532,45;532,45;532,45;532,45;532,45;532,45;532,45;532,45;532,45;532,45;532,45;532,45;532,45;532,45;532,45;532,45
11.01.2018;11 - 12;528,29;527,04;527,04;527,04;527,04;527,04;527,04;527,04;527,04;527,04;527,04;527,04;527,04;400,23;527,04;527,04;527,04
11.01.2018;12 - 13;488,41;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;398,68;510,52;510,52;510,52
11.01.2018;13 - 14;452,48;452,67;452,67;452,67;452,67;452,67;452,67;452,67;452,67;452,67;452,67;452,67;452,67;398,88;452,67;452,67;452,67
11.01.2018;14 - 15;478,17;482,03;482,03;482,03;482,03;482,03;482,03;482,03;482,03;482,03;482,03;482,03;482,03;398,78;482,03;482,03;482,03
11.01.2018;15 - 16;491,69;504,92;504,92;504,92;504,92;504,92;504,92;504,92;504,92;504,92;504,92;504,92;504,92;367,87;504,92;504,92;504,92
11.01.2018;16 - 17;518,54;529,35;529,35;529,35;529,35;529,35;529,35;529,35;529,35;529,35;529,35;529,35;529,35;398,59;529,35;529,35;529,35
11.01.2018;17 - 18;496,71;544,52;544,52;544,52;544,52;544,52;544,52;544,52;544,52;544,52;544,52;544,52;544,52;362,18;544,52;544,52;544,52
11.01.2018;18 - 19;487,73;539,59;539,59;541,81;541,81;541,81;541,81;541,81;541,81;541,81;541,81;539,59;539,59;340,54;541,81;541,81;541,81
11.01.2018;19 - 20;385,74;386,9;386,9;386,9;386,9;386,9;389,7;389,7;386,9;386,9;386,9;386,9;386,9;325,57;386,9;386,9;386,9
11.01.2018;20 - 21;341,89;339,38;339,38;339,38;339,38;339,38;385,93;385,93;339,38;339,38;339,38;339,38;339,38;321,9;339,38;339,38;339,38
11.01.2018;21 - 22;327,41;320,07;320,07;320,07;320,07;320,07;328,47;328,47;320,07;320,07;320,07;320,07;320,07;310,7;320,07;320,07;320,07
11.01.2018;22 - 23;301,52;299,88;299,88;299,88;299,88;299,88;387,29;387,29;299,88;299,88;299,88;299,88;299,88;299,88;299,88;299,88;299,88
11.01.2018;23 - 00;290,22;290,32;290,32;290,32;290,32;290,32;290,32;290,32;290,32;290,32;290,32;290,32;290,32;290,32;290,32;290,32;290,32
12.01.2018;00 - 01;289,44;288,96;288,96;288,96;288,96;288,96;288,96;288,96;288,96;288,96;288,96;288,96;288,96;288,57;288,96;288,96;288,96
12.01.2018;01 - 02;284,24;283,37;283,37;283,37;283,37;283,37;283,37;283,37;283,37;283,37;283,37;283,37;283,37;283,37;283,37;283,37;283,37
12.01.2018;02 - 03;282,12;281,25;281,25;281,25;281,25;281,25;281,25;281,25;281,25;281,25;281,25;281,25;281,25;281,25;281,25;281,25;281,25
12.01.2018;03 - 04;281,93;281,06;281,06;281,06;281,06;281,06;281,06;281,06;281,06;281,06;281,06;281,06;281,06;281,06;281,06;281,06;281,06
12.01.2018;04 - 05;286,17;285,11;285,11;285,11;285,11;285,11;285,11;285,11;285,11;285,11;285,11;285,11;285,11;285,11;285,11;285,11;285,11
12.01.2018;05 - 06;300,71;300,71;300,71;300,71;300,71;300,71;300,71;300,71;300,71;300,71;300,71;300,71;300,71;286,46;300,71;300,71;300,71
12.01.2018;06 - 07;323,25;319,98;319,98;319,98;319,98;371,02;319,98;319,98;319,98;319,98;319,98;319,98;319,98;288,86;371,02;371,02;371,02
12.01.2018;07 - 08;425,45;425,64;425,64;425,64;425,64;450,97;425,64;425,64;425,64;425,64;425,64;425,64;425,64;299,65;450,97;450,97;450,97
12.01.2018;08 - 09;453,28;453,47;453,47;453,47;453,47;453,47;453,47;453,47;453,47;453,47;453,47;453,47;453,47;300,9;453,47;453,47;453,47
12.01.2018;09 - 10;427,37;427,18;427,18;427,18;427,18;427,18;427,18;427,18;427,18;427,18;427,18;427,18;427,18;303,31;427,18;427,18;427,18
12.01.2018;10 - 11;419,67;419,67;419,67;419,67;419,67;419,67;419,67;419,67;419,67;419,67;419,67;419,67;419,67;301,77;419,67;419,67;419,67
12.01.2018;11 - 12;408,11;418,41;418,41;418,41;418,41;418,41;418,41;418,41;418,41;418,41;418,41;418,41;418,41;300,71;418,41;418,41;418,41
12.01.2018;12 - 13;378,34;381,23;381,23;381,23;381,23;381,23;381,23;381,23;381,23;381,23;381,23;381,23;381,23;300,04;381,23;381,23;381,23
12.01.2018;13 - 14;360,24;362,45;362,45;362,45;362,45;362,45;362,45;362,45;362,45;362,45;362,45;362,45;362,45;299,75;362,45;362,45;362,45
12.01.2018;14 - 15;354,07;353,78;353,78;353,78;353,78;386,34;353,78;353,78;353,78;353,78;353,78;353,78;353,78;293,78;386,34;386,34;386,34
12.01.2018;15 - 16;354,07;339,05;339,05;339,05;339,05;417,55;339,05;339,05;339,05;339,05;339,05;339,05;339,05;294,84;417,55;417,55;417,55
12.01.2018;16 - 17;393,56;381,04;381,04;381,04;424,48;424,48;381,04;424,48;381,04;381,04;381,04;381,04;381,04;291,18;424,48;424,48;424,48
12.01.2018;17 - 18;405,31;395,39;395,39;395,39;442,01;442,01;395,39;442,01;395,39;395,39;395,39;395,39;395,39;290,5;442,01;442,01;442,01
12.01.2018;18 - 19;385,57;370,64;370,64;370,64;419,28;419,28;370,64;419,28;370,64;370,64;370,64;370,64;370,64;294,45;419,28;419,28;419,28
12.01.2018;19 - 20;317,66;318,92;318,92;318,92;318,92;318,92;318,92;318,92;318,92;318,92;318,92;318,92;318,92;290,89;318,92;318,92;318,92
12.01.2018;20 - 21;303,89;303,99;303,99;303,99;303,99;303,99;303,99;303,99;303,99;303,99;303,99;303,99;303,99;289,35;303,99;303,99;303,99
12.01.2018;21 - 22;301,58;302,93;302,93;302,93;302,93;302,93;302,93;302,93;302,93;302,93;302,93;302,93;302,93;288,09;302,93;302,93;302,93
12.01.2018;22 - 23;292,04;292,43;292,43;292,43;292,43;292,43;292,43;292,43;292,43;292,43;292,43;292,43;292,43;292,43;292,43;292,43;292,43
12.01.2018;23 - 00;284,43;284,53;284,53;284,53;284,53;284,53;284,53;284,53;284,53;284,53;284,53;284,53;284,53;284,53;284,53;284,53;284,53
13.01.2018;00 - 01;290,98;291,65;291,65;291,65;291,65;291,65;291,65;291,65;291,65;291,65;291,65;291,65;291,65;289,14;291,65;291,65;291,65
13.01.2018;01 - 02;286,62;286,62;286,62;286,62;286,62;286,62;286,62;286,62;286,62;286,62;286,62;286,62;286,62;286,62;286,62;286,62;286,62
13.01.2018;02 - 03;282,08;282,08;282,08;282,08;282,08;282,08;282,08;282,08;282,08;282,08;282,08;282,08;282,08;282,08;282,08;282,08;282,08
13.01.2018;03 - 04;279,85;279,85;279,85;279,85;279,85;279,85;279,85;279,85;279,85;279,85;279,85;279,85;279,85;279,85;279,85;279,85;279,85
13.01.2018;04 - 05;278,5;278,5;278,5;278,5;278,5;278,5;278,5;278,5;278,5;278,5;278,5;278,5;278,5;278,5;278,5;278,5;278,5
13.01.2018;05 - 06;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34
13.01.2018;06 - 07;283,91;283,91;283,91;283,91;283,91;283,91;283,91;283,91;283,91;283,91;283,91;283,91;283,91;283,91;283,91;283,91;283,91
13.01.2018;07 - 08;291,94;292,91;292,91;292,91;292,91;292,91;292,91;292,91;292,91;292,91;292,91;292,91;292,91;289,14;292,91;292,91;292,91
13.01.2018;08 - 09;298,04;298,42;298,42;298,42;298,42;304,52;298,42;298,42;298,42;298,42;298,42;298,42;298,42;290,11;304,52;304,52;304,52
13.01.2018;09 - 10;303,55;304,81;304,81;304,81;304,81;313,03;304,81;304,81;304,81;304,81;304,81;304,81;304,81;290,78;313,03;313,03;313,03
13.01.2018;10 - 11;308;307,71;307,71;307,71;307,71;360,62;307,71;307,71;307,71;307,71;307,71;307,71;307,71;293,1;360,62;360,62;360,62
13.01.2018;11 - 12;308,77;308,48;308,48;308,48;308,48;362,17;308,48;308,48;308,48;308,48;308,48;308,48;308,48;294,07;362,17;362,17;362,17
13.01.2018;12 - 13;308,48;308,39;308,39;308,39;308,39;344,47;308,39;308,39;308,39;308,39;308,39;308,39;308,39;294,75;344,47;344,47;344,47
13.01.2018;13 - 14;306,94;308,1;308,1;308,1;308,1;308,97;308,1;308,1;308,1;308,1;308,1;308,1;308,1;295,23;308,97;308,97;308,97
13.01.2018;14 - 15;303,65;303,65;303,65;303,65;303,65;331,02;303,65;303,65;303,65;303,65;303,65;303,65;303,65;294,65;331,02;331,02;331,02
13.01.2018;15 - 16;304,81;303,07;303,07;303,07;303,07;370,39;303,07;303,07;303,07;303,07;303,07;303,07;303,07;294,56;370,39;370,39;370,39
13.01.2018;16 - 17;328,99;328,12;328,12;328,12;328,12;398,93;328,12;328,12;328,12;328,12;328,12;328,12;328,12;293,78;398,93;398,93;398,93
13.01.2018;17 - 18;362,27;367,2;367,2;367,2;367,2;367,2;367,2;367,2;367,2;367,2;367,2;367,2;367,2;293,78;367,2;367,2;367,2
13.01.2018;18 - 19;338,76;355,11;355,11;355,11;355,11;355,11;355,11;355,11;355,11;355,11;355,11;355,11;355,11;293,49;355,11;355,11;355,11
13.01.2018;19 - 20;308,97;310,23;310,23;310,23;310,23;310,23;310,23;310,23;310,23;310,23;310,23;310,23;310,23;292,72;310,23;310,23;310,23
13.01.2018;20 - 21;295,52;295,91;295,91;295,91;295,91;295,91;295,91;295,91;295,91;295,91;295,91;295,91;295,91;291,07;295,91;295,91;295,91
13.01.2018;21 - 22;288,17;288,27;288,27;288,27;288,27;288,27;288,27;288,27;288,27;288,27;288,27;288,27;288,27;288,27;288,27;288,27;288,27
13.01.2018;22 - 23;283,72;283,82;283,82;283,82;283,82;283,82;283,82;283,82;283,82;283,82;283,82;283,82;283,82;283,82;283,82;283,82;283,82
13.01.2018;23 - 00;278,5;278,59;278,59;278,59;278,59;278,59;278,59;278,59;278,59;278,59;278,59;278,59;278,59;278,59;278,59;278,59;278,59
14.01.2018;00 - 01;278,87;279,55;279,55;279,55;279,55;279,55;224,9;224,9;279,55;279,55;279,55;279,55;279,55;279,55;279,55;279,55;279,55
14.01.2018;01 - 02;274,71;275,1;275,1;275,1;275,1;275,1;239,99;239,99;275,1;275,1;275,1;275,1;275,1;275,1;275,1;275,1;275,1
14.01.2018;02 - 03;272,29;271,42;271,42;271,42;271,42;271,42;241,34;241,34;274,33;274,33;274,33;271,42;271,42;271,42;271,42;271,42;271,42
14.01.2018;03 - 04;271,23;270,55;270,55;270,55;270,55;270,55;251,4;251,4;273,26;273,26;273,26;270,55;270,55;270,55;270,55;270,55;270,55
14.01.2018;04 - 05;269,3;269,59;269,59;269,59;269,59;269,59;244,82;244,82;269,59;269,59;269,59;269,59;269,59;269,59;269,59;269,59;269,59
14.01.2018;05 - 06;270,84;270,94;270,94;270,94;270,94;270,94;258,95;258,95;270,94;270,94;270,94;270,94;270,94;270,94;270,94;270,94;270,94
14.01.2018;06 - 07;274,13;274,23;274,23;274,23;274,23;274,23;274,23;274,23;274,23;274,23;274,23;274,23;274,23;274,23;274,23;274,23;274,23
14.01.2018;07 - 08;276,16;276,16;276,16;276,16;276,16;276,16;276,16;276,16;276,16;276,16;276,16;276,16;276,16;276,16;276,16;276,16;276,16
14.01.2018;08 - 09;278,87;278,87;278,87;278,87;278,87;278,87;278,87;278,87;278,87;278,87;278,87;278,87;278,87;278,87;278,87;278,87;278,87
14.01.2018;09 - 10;284,48;284,48;284,48;284,48;284,48;284,48;284,48;284,48;284,48;284,48;284,48;284,48;284,48;284,48;284,48;284,48;284,48
14.01.2018;10 - 11;287,68;287,68;287,68;287,68;287,68;287,68;287,68;287,68;287,68;287,68;287,68;287,68;287,68;287,68;287,68;287,68;287,68
